Asset Class,Issuer Name,Ticker,Cpn,Maturity,Conversion Ratio,CV Conversion Price,CV Stock Volatility
Preferreds,Lattice Inc,LTTC,0,#N/A Field Not Applicable,20,0.11,#N/A N/A
Preferreds,Standard BioTools Inc,LAB,0,31/12/2049,294.1176,3.400000544,#N/A N/A
Preferreds,Standard BioTools Inc,LAB,0,31/12/2049,294.1176,3.400000544,#N/A N/A
Preferreds,EVD Bhd,EVDBMK,0,26/04/2032,0.25,0.1,#N/A N/A
Preferreds,Viridian Therapeutics Inc,VRDN,0,#N/A Field Not Applicable,66.67,0.000149993,146.161072
Preferreds,Bed Bath & Beyond Inc,BBBY,0,#N/A Field Not Applicable,4214.607831,2.3727,#N/A N/A
Preferreds,Intelligent Bio Solutions Inc,INBS,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Estates & General Ltd,ESGN,0,#N/A Field Not Applicable,0.475,2.105263158,#N/A N/A
Corporates,Silq Engineering PLC,SLQENG,0,22/12/2026,100000,0.1,#N/A N/A
Corporates,Elite Material Co Ltd,ELIMAT,0,25/04/2027,413.56493,241.7999998,48.27617359
Corporates,Taishin Financial Holding Co Ltd,TAISHI,0,01/04/2025,5434.782609,18.4,5.485511724
Corporates,Episil Technologies Inc,EPISHI,0,07/04/2025,854.700855,117,30.08599116
Corporates,Fusheng Precision Co Ltd,FUSPRE,0,11/04/2025,561.482313,178.1000001,22.06282222
Corporates,Great Tree Pharmacy Co Ltd,GTREEP,0,12/09/2025,408.113292,245.0300002,28.43860752
Corporates,DingZing Advanced Materials Inc,DINGZG,0,27/10/2026,829.1873964,120.6,53.50228044
Corporates,MacroWell OMG Digital Entertainment Co Ltd,OMGENT,0,06/05/2025,675.675676,147.9999999,44.51868683
Corporates,Medigen Vaccine Biologics Corp,MEDIGE,0,09/05/2025,534.473544,187.0999998,38.35801834
Corporates,Hiroca Holdings Ltd,HIROHO,0,01/12/2028,2538.071066,39.4,27.2785594
Corporates,Gold Circuit Electronics Ltd,GCIRCU,0,05/12/2028,448.2294935,223.1,52.02771844
Corporates,Chien Shing Harbour Service Co Ltd,CHSHIN,0,25/01/2025,2092.050209,47.8,19.53867747
Corporates,Mobiletron Electronics Co Ltd,MOBELE,0,26/01/2025,1367.989056,73.1,36.910513
Corporates,Honmyue Enterprise Co Ltd,HONMY,0,26/01/2025,6756.756757,14.8,16.73123213
Corporates,Chun YU Works & Co Ltd,CYWORK,0,25/03/2025,3076.923077,32.5,21.2978458
Corporates,Chun YU Works & Co Ltd,CYWORK,0,25/03/2025,3076.923077,32.5,21.2978458
Corporates,Chun YU Works & Co Ltd,CYWORK,0,25/03/2025,3076.923077,32.5,21.2978458
Corporates,Episil-Precision Inc,PRECIS,0,29/03/2025,816.993464,122.4,29.62474029
Corporates,Goldman Sachs International,GS,0,18/03/2025,23176.25,4.314761879,31.78289813
Corporates,Jiyuan Packaging Holdings Ltd,JYPACK,0,19/12/2026,5405.405405,18.5,36.62099277
Corporates,Sheh Fung Screws Co Ltd,SHFUNG,0,22/03/2025,2000,50,11.67668313
Corporates,Kaori Heat Treatment Co Ltd,KAORI,0,06/12/2028,416.6666667,240,64.48305186
Corporates,Taimide Tech Inc,TAMITE,0,21/06/2025,1834.862385,54.50000001,41.56896942
Corporates,J&V Energy Technology Co Ltd,JVTECH,0,28/11/2026,1112.347052,89.9,37.04409384
Corporates,Dayou Plus Co Ltd,MNSCOL,0,30/11/2026,6.297229219,1588,81.08341781
Corporates,Mirae Corp,MRAECO,0,15/12/2024,6.142506,1628.000038,115.1536085
Corporates,Sewon E&C Co Ltd,SEWON,0,17/08/2025,11.48105626,870.9999998,10.47960731
Corporates,Playgram Co Ltd,KORPOL,0,15/07/2025,12.150668,823.0000194,50.97025967
Corporates,BK Tops Co Ltd,TONGYA,0,16/12/2025,1.023017903,9774.999998,#N/A N/A
Corporates,Volcon Inc,VLCN,0,31/01/2025,363.636364,2.749999997,176.0725532
Corporates,Daiyang Metal Co Ltd,DAIYAN,0,17/05/2025,8.453085,1183.000053,87.37017177
Corporates,Hitron Systems Inc,HITSYS,0,30/09/2025,3.157562362,3167,48.13372268
Corporates,Merrill Lynch BV,BAC,0,22/11/2024,2584.6472,38.68999994,30.81380831
Corporates,Target Insurance Holdings Ltd,TARINS,0,30/04/2026,8771929.825,0.57,0
Corporates,Gloria Material Technology Corp,GLHEIN,0,15/08/2025,3076.923077,32.5,37.73541155
Corporates,Daiyang Metal Co Ltd,DAIYAN,0,02/07/2024,2.793296,3580.000115,87.37017177
Corporates,Daiyang Metal Co Ltd,DAIYAN,0,12/07/2024,8.333333,1200.000048,87.37017177
Corporates,Dong-A Socio Holdings Co Ltd,DONGA,0,03/08/2026,0.115207373,86800.0002,31.12132828
Corporates,Reyon Pharmaceutical Co Ltd,REYPHA,0,26/07/2026,0.514695,19428.98221,32.64568448
Corporates,Iljin Display Co Ltd,ILJDIA,0,14/07/2024,2.278942571,4387.999999,#N/A N/A
Corporates,Ennoconn Corp,ENNO,0,16/11/2026,493.82716,202.5000002,29.68513897
Corporates,Value Valves Co Ltd,VALVAL,0,26/04/2025,1169.590643,85.50000002,16.22194032
Corporates,Playgram Co Ltd,KORPOL,0,29/10/2024,15.503876,644.9999987,50.97025967
Corporates,Wafer Works Corp,WAFER,0,27/07/2026,1594.896332,62.69999999,24.69934116
Corporates,Taiflex Scientific Co Ltd,TAIFLX,0,30/11/2026,58370.09032,47.61,15.82972646
Corporates,Dong-A Socio Holdings Co Ltd,DONGA,0,11/12/2025,0.101850626,98182.99988,31.12132828
Corporates,WillBes & Co/The,WILLBE,0,11/12/2025,7.320644217,1366,53.61961344
Corporates,Taiwan Union Technology Corp,TWUNIO,0,22/05/2025,767.459708,130.3000001,60.0740053
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,0,29/03/2026,0.1,1000,#N/A N/A
Corporates,E&R Engineering Corp,EEENGC,0,13/07/2027,1479.289941,67.6,44.80559399
Corporates,Anji Technology Co Ltd,ANJITE,0,21/07/2027,1923.076923,52,30.20721666
Corporates,Alltek Technology Corp,ALLTEK,0,21/07/2025,3333.333333,30,26.40059886
Corporates,Advanced International Multitech Co Ltd,ADVINT,0,20/07/2025,1340.482574,74.59999998,27.30107306
Corporates,Laster Tech Corp Ltd,LASTEC,0,17/02/2025,2219.755827,45.05,38.34686728
Corporates,Merrill Lynch BV,BAC,0,21/02/2025,27757.73,3.602600069,34.30225454
Corporates,Green Cross Medical Science Corp,GCMESC,0,04/02/2027,1.514463123,6602.999999,47.41418434
Corporates,Sercomm Corp,SERCOM,0,06/12/2028,689.6551724,145,37.12724799
Corporates,YOUNGWIRE Co Ltd,YOURIN,0,28/01/2025,13.755158,727.0000097,25.37282845
Corporates,Morgan Stanley,MS,0,15/02/2031,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Societe de la Tour Eiffel,EIFFFP,0,28/06/2025,624.09,26.73011905,#N/A N/A
Corporates,Emera Inc,EMACN,0,29/09/2025,23.8949,41.8499345,19.64326615
Corporates,Chenming Electronic Technology Corp,CHENMI,0,16/11/2026,2298.850575,43.5,64.62478742
Corporates,UBS AG/London,UBS,0,07/09/2028,14.17113057,70.56600001,31.61405427
Corporates,GlycoNex Inc,GLYCO,0,27/06/2025,3663.003663,27.3,25.16318289
Corporates,Ascendio Co Ltd,EUSDEV,0,16/11/2024,3.669724771,2725,77.24840195
Corporates,KH FEELUX Co Ltd,FEELUX,0,13/01/2025,20,500,12.69183891
Corporates,Vivien Corp,VIVIEN,0,20/04/2025,7.547,1325.029813,40
Corporates,Pan-Pacific Co Ltd,PANPCO,0,28/05/2026,5.411255,1848.00014,66.13381212
Corporates,Samil Pharmaceutical Co Ltd,SAMPHM,0,28/07/2027,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,EcoVive Co Ltd,HEXTEL,0,10/08/2025,5.882352941,1700,523.5046896
Corporates,Dayou Automotive Seat Technology Co Ltd,JOOTXT,0,17/05/2025,1.984126984,5040,40
Corporates,Hyungji Elite Inc,ELIBAS,0,08/06/2026,1.839249586,5437,43.59747729
Corporates,Sun Max Tech Ltd,SUMAXT,0,12/08/2025,2254.791432,44.35,30.43512204
Corporates,Jahwa Electronics Co Ltd,JAHWAE,0,11/06/2024,0.464446612,21530.99999,49.03009755
Corporates,Pharmicell Co Ltd,FCBTWE,0,14/06/2026,0.625665,15982.99409,38.33802738
Corporates,Yuyu Pharma Inc,YUYUIN,0,15/06/2026,1.068376068,9360.000003,44.7866849
Corporates,Cosmax BTI Inc,COSMAX,0,03/06/2026,0.523615038,19098.00001,24.29747811
Corporates,TAI-TECH Advanced Electronics Co Ltd,TTADVE,0,31/10/2026,847.4576271,118,34.10034168
Corporates,Topco Scientific Co Ltd,TOPCO,0,29/06/2026,500,200,18.3589616
Corporates,Jung Shing Wire Co Ltd,JUNSHI,0,02/03/2027,5882.352941,17,22.44204312
Corporates,Longwell Co,LONGWL,0,07/03/2027,1934.235977,51.69999999,33.34985197
Corporates,Excellence Opto Inc,EXCLOP,0,21/12/2026,2998.50075,33.35,36.3548691
Corporates,Mercuries Data Systems Ltd,MERCUR,0,13/12/2028,3610.108303,27.7,62.03723347
Corporates,Inpaq Technology Co Ltd,INPAQT,0,14/12/2026,1086.956522,92,35.63829828
Corporates,Toplus Global Co Ltd,TOPLUS,0,18/12/2026,5376.344086,18.6,47.66462165
Corporates,Daiyang Metal Co Ltd,DAIYAN,0,27/10/2025,7.178751,1392.99998,87.37017177
Corporates,Wonderful Hi-Tech Co Ltd,WONDER,0,31/10/2025,2932.55132,34.1,33.24407886
Corporates,Seong An Co Ltd,SEONGA,0,26/10/2027,13.90820584,719.0000001,77.36490635
Corporates,Seong An Co Ltd,SEONGA,0,19/10/2027,13.90820584,719.0000001,77.36490635
Corporates,FIC Global Inc,FICGBL,0,31/05/2026,1534.919417,65.14999999,47.02289494
Corporates,Power Wind Health Industry Inc,POWINH,0,14/04/2026,673.400673,148.5000001,23.80461076
Corporates,Yeong Guan Energy Technology Group Co Ltd,YEOGUA,0,20/02/2028,1605.136437,62.3,27.80722849
Corporates,Promate Electronic Co Ltd,PROMAT,0,10/11/2028,1765.225066,56.65,23.63325539
Corporates,HD Renewable Energy Co Ltd,HDRERY,0,28/09/2026,833.3333333,120,30.14157217
Corporates,Center Laboratories Inc,CENTER,0,27/04/2028,2288.329519,43.70000001,31.41268444
Corporates,Casing Macron Technology Co Ltd,CASMAT,0,09/05/2026,5534.034311,18.07,60.25698819
Corporates,Korea Plasma Technology U Co Ltd,KPTCHU,0,06/08/2024,1.666111,6002.001067,30.02799152
Corporates,Dentis Co Ltd,DTISCO,0,27/08/2026,0.775073632,12902,55.31244329
Corporates,Ledlink Optics Inc,LEDLIN,0,24/07/2026,4237.288136,23.6,26.44016656
Corporates,International CSRC Investment Holdings Co,CHISYN,0,13/10/2028,4716.981132,21.2,19.01794044
Corporates,Hu Lane Associate Inc,HULNAS,0,14/06/2028,708.215297,141.2000001,28.93393653
Corporates,Symtek Automation Asia Co Ltd,SYMTEK,0,05/05/2026,951.474786,105.1,29.73663899
Corporates,Hustory Co Ltd,DVSKOR,0,20/11/2043,20,500,40
Corporates,Changchun High & New Technology Industry Group Inc,CCHNTI,0,11/03/2026,1.194029,83.75005967,32.28638089
Corporates,Sysgration,SYSGRA,0,08/08/2026,2518.891688,39.7,26.76815914
Corporates,Solteam Inc,SOLELC,0,05/02/2024,1612.903226,61.99999999,26.79540705
Corporates,Citigroup Global Markets Holdings Inc/United States,C,0,30/12/2027,5.265946154,189.8993971,16.66609596
Corporates,K Laser Technology Inc,KLASER,0,24/03/2026,6329.113924,15.8,28.71651827
Corporates,Sam-A Aluminum Co Ltd,SAMAAL,0,28/01/2028,0.288084812,34712.00002,76.84045909
Corporates,Lotes Co Ltd,LOTESC,0,09/03/2026,120.496445,829.9000024,38.30459244
Corporates,Bora Pharmaceuticals Co Ltd,BORAPM,0,04/08/2028,160.745861,622.0999992,47.63351439
Corporates,Shunfeng International Clean Energy Ltd,SFPV,0,16/04/2024,279.32961,3.579999986,65.21511887
Corporates,Gemtek Technology Corp,GEMTEK,0,02/06/2026,3412.969283,29.3,31.45145191
Corporates,Greenfiltec Ltd,GRNFLT,0,01/06/2026,1201.923077,83.19999999,37.26742444
Corporates,Sumeeko Industries Co Ltd,SMKIND,0,31/07/2026,1038.421599,96.30000002,37.28718728
Corporates,Gloria Material Technology Corp,GLHEIN,0,31/07/2026,1689.189189,59.2,37.73541155
Corporates,Century Iron & Steel Industrial Co Ltd,CENIRN,0,31/07/2026,711.743772,140.5,46.62033264
Corporates,New Advanced Electronics Technologies Co Ltd,SAMYAT,0,11/05/2026,1089.324619,91.79999998,24.47482027
Corporates,Shin Kong Financial Holding Co Ltd,SHIKON,0,12/05/2028,10799.13607,9.26,18.63243209
Corporates,Sheh kai Precision Co Ltd,SHEKAI,0,10/11/2026,1923.076923,52,25.66401217
Corporates,KMC Kuei Meng International Inc,CNETTE,0,08/11/2026,772.797527,129.4,24.31548606
Corporates,AcBel Polytech Inc,ACBEL,0,13/06/2028,2100.840336,47.6,43.06632079
Corporates,Johnson Chemical Pharmaceutical Works Corp,JSCPHW,0,12/06/2026,1600.512164,62.48,49.78921843
Corporates,Yulon Motor Co Ltd,YLMTR,0,25/05/2028,1251.564456,79.89999997,33.00620003
Corporates,Parpro Corp,PIELEC,0,31/05/2028,2865.329513,34.9,44.70843454
Corporates,Sun Yad Construction Co Ltd,SUNYAD,0,29/01/2026,6666.666667,15,24.15237955
Corporates,North-Star International Co Ltd,NSTARP,0,23/12/2025,7117.437722,14.05,27.57752944
Corporates,G Tech Optoelectronics Corp,GTECH,0,26/03/2024,1808.645325,55.28999999,51.45575229
Corporates,Edimax Technology Co Ltd,EDIMAX,0,30/03/2026,7898.894155,12.66,30.18819097
Corporates,Buima Group Inc,BUIGRO,0,21/02/2026,1801.801802,55.49999999,26.18160664
Corporates,Chernan Metal Industrial Corp,CHEMET,0,12/03/2024,1760.56338,56.80000001,34.81952078
Corporates,Sun Yad Construction Co Ltd,SUNYAD,0,01/02/2024,8547.008547,11.7,24.15237955
Corporates,Wiselink Co Ltd/TW,MAXZIP,0,15/04/2024,5417.118093,18.46,45.73079667
Corporates,Fulltech Fiber Glass Corp,FULTEC,0,16/03/2026,7112.375533,14.06,48.04213262
Corporates,MJ International Co Ltd,MJJINT,0,26/07/2026,1960.784314,50.99999999,24.73572415
Corporates,UBS AG/London,UBS,0,20/07/2028,6.00839258,166.4338651,34.31658112
Corporates,Launch Technologies Co Ltd,LAUTEC,0,07/10/2025,1418.439716,70.50000002,37.71461271
Corporates,GenNBio Inc,TAEYEL,0,20/10/2026,6.097560976,1640,81.39729586
Corporates,ATE Energy International Co Ltd,ATEENE,0,25/07/2026,2739.726027,36.50000001,44.29493201
Corporates,Kingcan Holdings Ltd,KINGCA,0,13/10/2025,6134.969325,16.3,13.93430331
Corporates,Altech Advanced Materials AG,YBGRPP,0,31/07/2027,1,1,96.57977063
Corporates,E-Lead Electronic Co Ltd,ELEADE,0,07/07/2025,1193.317422,83.80000003,27.97594267
Corporates,Nova Technology Corp/Taiwan,NOVATC,0,12/12/2025,1216.545012,82.20000001,26.6836072
Corporates,Sinbon Electronics Co Ltd,SINBON,0,12/12/2025,358.551452,278.9000001,25.80803624
Corporates,Buima Group Inc,BUIGRO,0,14/12/2025,1828.153565,54.7,26.18160664
Corporates,TBI Motion Technology Co Ltd,TBIMTC,0,12/12/2025,2816.901408,35.50000001,22.07423027
Corporates,Taiwan Name Plate Co Ltd,TWNAME,0,14/12/2025,2665.955745,37.51,60.84746966
Corporates,Inscobee Inc,ENKAYD,0,27/01/2024,8.312552,1202.999993,36.70237831
Corporates,SK Rent A Car Co Ltd,AJUAUT,0,31/08/2025,0.8,12500,33.44066738
Corporates,Singtex Industrial Co Ltd,SNTXIN,0,17/01/2024,5154.639175,19.4,27.42369783
Corporates,Hospital Corp of China Ltd,HOSPCH,0,27/02/2024,0.05,20,70.15689317
Corporates,Ascendio Co Ltd,EUSDEV,0,16/11/2024,14.265335,701.0000116,77.24840195
Corporates,Speed Tech Corp,SPEDTH,0,10/03/2024,1119.820829,89.29999997,35.93762126
Corporates,Hustory Co Ltd,DVSKOR,0,06/11/2043,19.84127,503.999996,40
Corporates,Formosa Electronic Industries Inc,FORELI,0,23/03/2024,1876.172608,53.3,35.09366131
Corporates,Aerkomm Inc,AKOM,0,02/12/2025,15037.59398,11.1764688,74.80778722
Corporates,Glitnir HoldCo ehf,GLBIR,0,31/12/2030,1,1,40
Corporates,Algonquin Power & Utilities Corp,AQNCN,0,31/03/2026,94.3396,10.60000254,29.92554411
Corporates,Morgan Stanley Finance LLC,MS,0,27/02/2026,7.662637,130.5033763,26.12516927
Corporates,Axman Enterprise Co Ltd,AXNENT,0,19/06/2026,1461.988304,68.4,30.9248141
Corporates,Materials Analysis Technology Inc,MAANAT,0,20/06/2026,481.927711,207.4999999,47.38094924
Corporates,Wistron NeWeb Corp,WISTNE,0,27/06/2025,1488.095238,67.2,42.98802002
Corporates,Solteam Inc,SOLELC,0,24/04/2028,2212.389381,45.19999999,26.79540705
Corporates,Eastech Holding Ltd,EASTEC,0,28/11/2025,2747.252747,36.4,43.6804618
Corporates,Topco Technologies Corp,TOPCOT,0,09/11/2027,1445.086705,69.20000001,8.402741097
Corporates,CME Group BHD,CMEMK,0,23/11/2024,0.4,0.1,170.0244142
Corporates,Morgan Stanley,MS,0,15/08/2033,38.954,25.67130462,#N/A N/A
Corporates,Credit Suisse AG/Nassau,UBS,0,28/05/2027,4.26803,234.3001338,#N/A N/A
Corporates,Asia Standard Hotel Group Ltd,ASIASH,0,16/02/2047,1,0.453,#N/A N/A
Corporates,Produtores Energeticos de Manso S/A-Proman,PROMAN,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Concessionaria Rio Teresopolis SA,CRTE,0,#N/A Field Not Applicable,4,140.1375,#N/A N/A
Corporates,Nam Liong International Co Ltd,NAMLII,0,21/03/2028,5494.505495,18.2,22.35013421
Corporates,Center Laboratories Inc,CENTER,0,26/04/2028,2331.002331,42.9,31.41268444
Corporates,Parpro Corp,PIELEC,0,13/12/2024,2915.451895,34.3,44.70843454
Corporates,Paladin Ltd,PALHK,0,25/11/2024,1.041666667,0.24,107.5856284
Corporates,Shunfeng International Clean Energy Ltd,SFPV,0,28/02/2033,4.6729,0.213999872,65.21511887
Corporates,Imperial Pacific International Holdings Ltd,FIRSTN,0,19/03/2030,320,0.003125,0
Corporates,Innovative Pharmaceutical Biotech Ltd,FEPHAR,0,24/04/2024,1000000,0.4,50.04591127
Corporates,Megaforce Co Ltd,MEGFOR,0,25/08/2025,6578.947368,15.2,20.96182707
Corporates,Yeong Guan Energy Technology Group Co Ltd,YEOGUA,0,03/09/2025,1037.344398,96.40000003,27.80722849
Corporates,Center Laboratories Inc,CENTER,0,07/09/2025,1652.892562,60.5,31.41268444
Corporates,Center Laboratories Inc,CENTER,0,08/09/2025,1672.240803,59.79999999,31.41268444
Corporates,CHIALIN Precision Industrial Co Ltd,CHIAPR,0,18/09/2025,4084.96732,24.48,31.77823941
Corporates,AURAS Technology Co Ltd,AURTEC,0,12/11/2025,464.468184,215.3,57.71609991
Corporates,Singapore Airlines Ltd,SIASP,0,08/06/2030,0.224982,4.444800028,20.98219703
Corporates,Auden Techno Corp,AUDTEC,0,18/01/2025,462.962963,216,35.07612897
Corporates,Empresas La Polar SA,NUEVAP,0,31/12/2113,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,SYNergy ScienTech Corp,SYNSCT,0,20/11/2024,1375.515818,72.7,41.9978551
Corporates,Bohae Brewery Co Ltd,BOHBRE,0,18/12/2024,12.28501229,814,25.33808128
Corporates,DaBomb Protein Biotech Corp,DABOMB,0,08/12/2024,6211.180124,16.1,27.88820927
Corporates,Lion Travel Service Co Ltd,LIONTS,0,09/12/2024,1106.19469,90.40000002,42.34926866
Corporates,Tian Zheng International Precision Machinery Co Ltd,TZHINT,0,10/12/2024,1119.820829,89.29999997,21.64195738
Corporates,North-Star International Co Ltd,NSTARP,0,10/12/2024,3594.536305,27.82,27.57752944
Corporates,Phison Electronics Corp,PHIELE,0,17/12/2024,195.924765,510.3999997,33.62549092
Corporates,Morgan Stanley Finance LLC,MS,0,17/12/2024,1874.941057,533.3500999,35.73035423
Corporates,Merry Electronics Co Ltd,MERRY,0,11/08/2024,953.288847,104.8999999,23.0238662
Corporates,U-BEST Innovative Technology Co Ltd,UBEPOL,0,05/11/2024,7692.307692,13,33.06562441
Corporates,GS Finance Corp,GS,0,03/02/2028,7.0145,142.5618362,22.60785711
Corporates,Alltop Technology Co Ltd,ALLTPT,0,14/02/2027,556.792873,179.6,32.1709103
Corporates,China Fineblanking Technology Co Ltd,CFTCHC,0,31/08/2026,3088.326127,32.38,11.52854163
Corporates,Actron Technology Corp,ACTRON,0,09/08/2026,480.769231,207.9999999,29.23637323
Corporates,Weltrend Semiconductor,WELTSC,0,11/09/2026,1633.986928,61.2,39.40206848
Corporates,Sun Race Sturmey-Archer Inc,SUNRS,0,19/09/2026,2681.684098,37.28999999,19.10615248
Corporates,WW Holding Inc,WWHLDI,0,19/10/2026,1194.74313,83.70000002,32.78268806
Corporates,Techcential International Ltd,TCENTI,0,20/09/2028,6896.551724,14.5,22.58958324
Corporates,Collins Co Ltd,COLLCO,0,20/09/2026,5555.555556,18,27.81051571
Corporates,TYM Corp,TONYAM,0,27/12/2024,11.93317422,838,40.94523946
Corporates,PWT Group A/S,PWTGRO,0,#N/A Field Not Applicable,1,1,40
Corporates,Hwaseung Enterprise Co Ltd,HSINDU,0,17/03/2050,0.570060426,17542.00001,43.36880021
Corporates,Cosmochemical Co Ltd,COSCHE,0,05/03/2024,1.305483029,7660,72.69805273
Corporates,Yuyu Pharma Inc,YUYUIN,0,24/04/2025,1.655629139,6040,44.7866849
Corporates,All Cosmos Bio-Tech Holding Corp,ALLCOS,0,21/09/2025,1321.003963,75.7,32.40565571
Corporates,Citigroup Global Markets Holdings Inc/United States,C,0,25/10/2027,5.215554,191.7341859,16.03684797
Corporates,OK Biotech Co Ltd,OKBIOT,0,28/09/2025,4308.487721,23.21,34.96610446
Corporates,Shanyuan Co Ltd,SHANCO,0,30/09/2027,1267.427123,78.9,24.76297929
Corporates,DataVan International Corp,DATAVN,0,25/12/2023,7017.54386,14.25,#N/A N/A
Corporates,Quang Viet Enterprise Co Ltd,QUANVI,0,03/10/2025,769.230769,130,17.84735793
Corporates,Winson Machinery Casting Co Ltd,WSMACH,0,03/10/2025,5288.207298,18.91,38.70252126
Corporates,Chung Hwa Chemical Industrial Works Ltd,CHCHEM,0,03/10/2025,3322.259136,30.1,48.42522853
Corporates,KBI Dongkook Industrial Co Ltd,DONGKO,0,12/03/2026,15.3846,650.00065,41.24738982
Corporates,Ting Sin Co Ltd,MAGTEC,0,28/09/2025,6600.660066,15.15,54.20231172
Corporates,DingZing Advanced Materials Inc,DINGZG,0,26/10/2026,827.1298594,120.9,53.50228044
Corporates,MOSA Industrial Corp,MOSAIN,0,26/09/2026,3703.703704,27,36.89507246
Corporates,Medimaging Integrated Solution Inc,MDMGIS,0,25/08/2026,820.344545,121.9,40.35143471
Corporates,Axiomtek Co Ltd,AXIOMT,0,28/08/2026,1028.806584,97.20000003,43.61502753
Corporates,Parpro Corp,PIELEC,0,10/03/2027,3533.568905,28.3,44.70843454
Corporates,SciVision Biotech Inc,SCVBIO,0,03/10/2025,2119.542179,47.18,40.8159045
Corporates,China Fineblanking Technology Co Ltd,CFTCHC,0,30/08/2026,3028.467595,33.02,11.52854163
Corporates,Chailease Holding Co Ltd,CHAILE,0,16/12/2024,381.97097,261.8000001,26.28771083
Corporates,CHC Healthcare Group,CHCH,0,04/08/2025,2132.196162,46.9,33.33468892
Corporates,Yeong Hwa Metal Co Ltd,YEONG,0,17/09/2024,8.826125331,1133,27.85851594
Corporates,KidariStudio Inc,ELEXCO,0,18/09/2024,2.399232246,4168,50.49430479
Corporates,Elite Semiconductor Microelectronics Technology Inc,ELITSM,0,27/10/2026,1168.224299,85.6,41.28103965
Corporates,Paradise Co Ltd,PARADI,0,12/08/2026,0.59456567,16818.99999,38.93948508
Corporates,United Orthopedic Corp,UNORTH,0,30/05/2026,1675.041876,59.7,43.76736129
Corporates,Hsin Ba Ba Corp,CORNER,0,09/06/2026,2016.129032,49.60000001,28.57987113
Corporates,HYBE Co Ltd,HYBECO,0,05/11/2026,0.025940337,385500.0033,46.74788897
Corporates,Century Iron & Steel Industrial Co Ltd,CENIRN,0,19/07/2026,684.931507,146,46.62033264
Corporates,Patec Precision Industry Co Ltd,PATPRE,0,18/08/2026,1543.209877,64.79999998,51.63868298
Corporates,Allis Electric Co Ltd,ALLISE,0,17/08/2028,1562.988434,63.98,53.01833554
Corporates,Ennoconn Corp,ENNO,0,16/08/2026,338.9830508,295,29.68513897
Corporates,Horizon Securities Co Ltd,HORSEC,0,11/06/2026,6435.006435,15.54,31.12623195
Corporates,Anji Technology Co Ltd,ANJITE,0,04/08/2026,2314.814815,43.2,30.20721666
Corporates,OK Biotech Co Ltd,OKBIOT,0,04/06/2024,5316.321106,18.81,34.96610446
Corporates,Swancor Holding Co Ltd,SWANC,0,28/09/2026,1123.595506,88.99999997,22.17911695
Corporates,Swancor Holding Co Ltd,SWANC,0,27/09/2026,1078.748652,92.69999996,22.17911695
Corporates,Taiwan Line Tek Electronic,LINETK,0,11/08/2026,3096.934035,32.29,47.40511457
Corporates,OFCO Industrial Corp,OFCO,0,30/09/2025,4000,25,29.22661937
Corporates,Power Wind Health Industry Inc,POWINH,0,06/01/2024,709.219858,141,23.80461076
Corporates,Shih Wei Navigation Co Ltd,SHIWEI,0,21/06/2026,4524.886878,22.1,35.71411115
Corporates,Hi Sharp Electronics Co Ltd,HSHARP,0,03/07/2026,2336.448598,42.8,38.66429348
Corporates,Celxpert Energy Corp,CELXPT,0,02/06/2026,3021.148036,33.1,22.23665178
Corporates,Laster Tech Corp Ltd,LASTEC,0,28/12/2025,2522.704339,39.64,38.34686728
Corporates,Franbo Lines Corp,FRALIN,0,23/08/2026,6134.969325,16.3,33.68595759
Corporates,Standard Bank of South Africa Ltd/The,STABAN,0,20/12/2027,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,PRISMI SpA,PRMIM,0,04/08/2028,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Iljin Display Co Ltd,ILJDIA,0,18/01/2026,9.960159,1004.000037,48.56319698
Corporates,Wowprime Corp,WOWPRI,0,29/03/2028,377.786173,264.7,37.07099172
Corporates,Yem Chio Co Ltd,YEMCHO,0,14/06/2024,9523.809524,10.5,17.05100574
Corporates,Yem Chio Co Ltd,YEMCHO,0,14/06/2024,9523.809524,10.5,17.05100574
Corporates,Hotron Precision Electronic Industrial Co Ltd,HTRELE,0,04/07/2026,2777.777778,36,36.85805326
Corporates,C-Tech United Corp,CTECHU,0,12/01/2026,5434.782609,18.4,39.33371483
Corporates,Keding Enterprises Co Ltd,KEDINE,0,05/01/2024,2739.719,36.50009362,16.19218103
Corporates,Top Spring International Holdings Ltd,TOPSP,0,#N/A Field Not Applicable,1,0.1,61.1271708
Corporates,Quantum Blockchain Technologies PLC,QBTLN,0,15/12/2024,3000000,0.060606,#N/A N/A
Corporates,Citigroup Global Markets Holdings Inc/United States,C,0,24/11/2027,18.93107,52.82321601,35.5998879
Corporates,Hua Yu Lien Development Co Ltd,FUI,0,01/12/2025,2906.976744,34.4,16.88897553
