Asset Class,Issuer Name,Ticker,Cpn,Maturity,Currency,Amt Out,Conversion Ratio,TRACE Price,Yld to Mty (Mid),YAS Bnch Px,CV Conversion Price
Corporates,Standard BioTools Inc,LAB,2.75,01/02/2034,USD,578000,17.875,41.93999863,13.41139,104.9140625,55.94405594
Preferreds,Consumers Financial Corp,CNSF,0.85,01/07/2049,USD,552260,1.481,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,6.752194463
Preferreds,Onstream Media Corp,ONSM,5,#N/A Field Not Applicable,USD,525000,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1.25
Preferreds,SpectraScience Inc,SCIE,8,#N/A Field Not Applicable,USD,517000,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.2
Preferreds,COMFORCE Corp,CFS,7.5,#N/A Field Not Applicable,USD,513000,1851.8519,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.539999986
Corporates,China Education Group Holdings Ltd,CHEDUC,2,28/03/2024,HKD,509556,79051.3834,#N/A Field Not Applicable,0.702220723,98.97,12.65
Preferreds,Immediatek Inc,IMKI,0,#N/A Field Not Applicable,USD,500000,3.3157,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.162718639
Preferreds,Musicsource USA Inc,MUSS,0.1,#N/A Field Not Applicable,USD,500000,0.05,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,20
Corporates,Atlas Air Worldwide Holdings Inc,AAWW,1.875,01/06/2024,USD,486000,#N/A Field Not Applicable,149.5,-94.29142148,101.0078125,#N/A Field Not Applicable
Preferreds,GeoPharma Inc,GORX,14,#N/A Field Not Applicable,USD,478000,166.66667,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,5.99999988
Preferreds,Computer Software Innovations Inc,CSWI,0,#N/A Field Not Applicable,USD,470837.957,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.06986
Preferreds,XOX BHD,XOXBHD,0,05/03/2030,MYR,467230.005,0.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,0.05
Preferreds,China For-Gen Corp,CHINFO,11,#N/A Field Not Applicable,USD,455000,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.91
Preferreds,Zonne Investments,ZNI,10,#N/A Field Not Applicable,CAD,445171.852,33.33,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.300030003
Preferreds,Parke Bancorp Inc,PKBK,6,#N/A Field Not Applicable,USD,445000,125.0469,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,7.996999526
Preferreds,OurPet's Co,OPCO,6,#N/A Field Not Applicable,USD,444500,10,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.7
Corporates,Hope Bancorp Inc,HOPE,2,15/05/2038,USD,444000,45.076,66.46199799,1.947496506,101.0078125,22.18475464
Corporates,General Cable Corp,GECBLE,2.25,15/11/2029,USD,436000,#N/A Field Not Applicable,#N/A Field Not Applicable,5.577858778,102.2304688,#N/A Field Not Applicable
Preferreds,Genterra Capital Inc,GICCN,3,#N/A Field Not Applicable,CAD,435306.863,3,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.093333333
Corporates,Meritor Inc,MTOR,3.25,15/10/2037,USD,424000,#N/A Field Not Applicable,85,2.390358371,101.0078125,#N/A Field Not Applicable
Preferreds,MEDITE Cancer Diagnostics Inc,MDIT,10,#N/A Field Not Applicable,USD,422884,0.0275,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,800
Corporates,Daiho Corp,DAIHO,0,26/08/2025,JPY,415064.76,355.328146,#N/A Field Not Applicable,-14.842,99.926,2814.299996
Preferreds,US Dataworks Inc,UDWK,10,#N/A Field Not Applicable,USD,412248.75,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3.75
Corporates,Cassa di Risparmio di Bolzano SpA,CASBOL,2.174,21/12/2025,EUR,396851.255,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,12.5
Preferreds,Seneca Foods Corp,SENEA,0,#N/A Field Not Applicable,USD,387072,1,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,12
Preferreds,Environmental Tectonics Corp,ETCC,10,#N/A Field Not Applicable,USD,386000,1063.82979,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.939999998
Preferreds,Ascent Solar Technologies Inc,ASTI,8,#N/A Field Not Applicable,USD,384800,0.00001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,800000
Preferreds,XDRIC Inc,TBUS,2,#N/A Field Not Applicable,USD,380000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,American Commerce Solutions Inc,AACS,10,#N/A Field Not Applicable,USD,376125,1000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3.6875
Preferreds,MEDITE Cancer Diagnostics Inc,MDIT,10,#N/A Field Not Applicable,USD,375000,0.004,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1000
Preferreds,Central Parking Finance Trust,STAN,5.25,01/04/2028,USD,375000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Piezo Electric Products Inc,PEPI,1.1,#N/A Field Not Applicable,USD,374760,10,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1
Preferreds,Musicsource USA Inc,MUSS,12,#N/A Field Not Applicable,USD,364405,0.05,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,20
Corporates,Beckman Coulter Inc,DHR,2.5,15/12/2036,USD,364000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,AudioCodes Ltd,AUDC,2,09/11/2024,USD,353000,53.4474,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,18.70998402
Corporates,Twitter Inc,TWTR,0.25,15/06/2024,USD,353000,#N/A Field Not Applicable,80,-22.92135676,101.0078125,#N/A Field Not Applicable
Preferreds,Redify Group Inc,RDFY,8,#N/A Field Not Applicable,USD,352800,0.2,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,35
Preferreds,Onstream Media Corp,ONSM,8,#N/A Field Not Applicable,USD,350000,20,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.5
Preferreds,MAXXAM Inc,MAXX,0.05,#N/A Field Not Applicable,USD,344255,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.5
Preferreds,Applied Energetics Inc,AERG,6.5,#N/A Field Not Applicable,USD,340050,2.083,#N/A Field Not Applicable,#N/A N/A,4.59875,12.00192031
Preferreds,Oblong Inc,OBLG,0,#N/A Field Not Applicable,USD,325000,333.3330078,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3.00000293
Preferreds,Gemini Investments Holdings Ltd,GEMINV,#N/A N/A,#N/A Field Not Applicable,HKD,320745.495,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3
Preferreds,Zunicom Inc,ZNCM,7,#N/A Field Not Applicable,USD,316092,2,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.625
Preferreds,Mattersight Corp,MATR,7,#N/A Field Not Applicable,USD,305765.4,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,5.1
Preferreds,Alseres Pharmaceuticals Inc,ALSE,0,#N/A Field Not Applicable,USD,300000,25,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1
Preferreds,Meritage Hospitality Group Inc,MHGU,9,#N/A Field Not Applicable,USD,295200,1.42857,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,7.000007
Preferreds,US Aerospace Inc,USAE,5,#N/A Field Not Applicable,USD,291000,50,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.5
Corporates,Lebuhraya Kajang-Seremban Sdn Bhd,IJMMK,7,06/02/2026,MYR,288809,1000000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1
Preferreds,Florida Gaming Corp,FGMG,0.9,#N/A Field Not Applicable,USD,277560,2.25,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,4.444444444
Preferreds,Interpharm Holdings Inc,IPAH,10,#N/A Field Not Applicable,USD,270000,0.2,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,50
Corporates,Stillwater Mining Co,SGLSJ,1.75,15/10/2032,USD,263000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Telkonet Inc,TKOI,8,#N/A Field Not Applicable,USD,260000,38461,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.13000182
Preferreds,Eurogas Inc,EUGS,6,#N/A Field Not Applicable,USD,260000,75.75758,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,13.19999926
Preferreds,Lattice Inc,LTTC,10,#N/A Field Not Applicable,USD,251080,21.73913,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.023
Preferreds,International Stem Cell Corp,ISCO,0,#N/A Field Not Applicable,USD,250000,2.564103,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.389999934
Preferreds,Waterford Wedgwood PLC,WTRFRD,0,#N/A Field Not Applicable,EUR,242015.495,153.8462,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.064999981
Corporates,Aerie Pharmaceuticals Inc,AERI,1.5,01/10/2024,USD,242000,#N/A Field Not Applicable,#N/A Field Not Applicable,2.736630425,101.0078125,#N/A Field Not Applicable
Preferreds,Thai Insurance PCL/The,TICTB,7.5,#N/A Field Not Applicable,THB,232801.769,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1000
Corporates,Jarden Corp,JAH,1.125,15/03/2034,USD,232000,17.27230072,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,33.53415445
Preferreds,Deer Valley Corp,DVLY,7,#N/A Field Not Applicable,USD,215000,13.33333,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.750000188
Preferreds,MEDITE Cancer Diagnostics Inc,MDIT,0,#N/A Field Not Applicable,USD,212625,0.000437,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,10297.48284
Corporates,Coupa Software Inc,COUP,0.125,15/06/2025,USD,211000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Trinity Biotech Investment Ltd,TRIB,4,01/04/2045,USD,210000,45.7112,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,21.87647666
Preferreds,SpectraScience Inc,SCIE,0,#N/A Field Not Applicable,USD,200000,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.2
Corporates,Kellwood Co LLC,KWD,3.5,15/06/2034,USD,200000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Aerkomm Inc,AKOM,7.5,02/12/2025,USD,200000,15037.59398,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,11.1764688
Preferreds,Visual Management Systems Inc,VMSY,0,#N/A Field Not Applicable,USD,193000,200000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.005
Corporates,Intco Medical Technology Co Ltd,SDICMP,3.5,16/08/2025,CNY,192463.378,25.839793,#N/A Field Not Applicable,-76.35509183,102.1643,3.870000042
Preferreds,Skinny Nutritional Corp,SKNY,8,#N/A Field Not Applicable,USD,192000,1666.66667,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.06
Preferreds,Advance Display Technologies Inc,ADTI,0,#N/A Field Not Applicable,USD,177002.763,0.05988,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.016700067
Preferreds,Bristol-Myers Squibb Co,BMY,2,#N/A Field Not Applicable,USD,174200,16.96,#N/A Field Not Applicable,0.235374114,100.9335938,2.948113208
Preferreds,First Physicians Capital Group Inc,FPCG,0.05,#N/A Field Not Applicable,USD,169000,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.5
Preferreds,Arena Group Holdings Inc/The,AREN,0,#N/A Field Not Applicable,USD,168500,178.1134338,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,5.614399647
Corporates,1Life Healthcare Inc,ONEM,3,15/06/2025,USD,166000,#N/A Field Not Applicable,#N/A Field Not Applicable,2.732424312,101.0078125,#N/A Field Not Applicable
Preferreds,Patriot Energy Corp/Houston TX,PGYC,4,#N/A Field Not Applicable,USD,160602.5,0.0881,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,5.675368899
Corporates,Advanced Micro Devices Inc,AMD,2.125,01/09/2026,USD,150000,125.0031,#N/A Field Not Applicable,-82.34162946,100.9335938,7.999801605
Preferreds,Retractable Technologies Inc,RVP,8,#N/A Field Not Applicable,USD,149600,4,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1.1
Preferreds,Intelligent Bio Solutions Inc,INBS,0,#N/A Field Not Applicable,USD,131968,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Secure Point Technologies Inc,IMSC,0,#N/A Field Not Applicable,USD,131733.04,10,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.008
Preferreds,China Fruits Corp,CHFR,0,#N/A Field Not Applicable,USD,131500,100,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.1
Corporates,Vonage Holdings Corp,VG,1.75,01/06/2024,USD,130000,#N/A Field Not Applicable,#N/A Field Not Applicable,-57.7110129,101.0078125,#N/A Field Not Applicable
Preferreds,Inpixon,INPX,0,#N/A Field Not Applicable,USD,126000,0.088978,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,11238.73317
Corporates,Yeldo Group SA,YLDGRP,2,31/01/2025,EUR,122374.625,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,MEDITE Cancer Diagnostics Inc,MDIT,10,#N/A Field Not Applicable,USD,114999,0.005,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,600
Preferreds,Andrea Electronics Corp,ANDR,0,#N/A Field Not Applicable,USD,114700,39200.3136,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.2551
Preferreds,Ta Win Holdings BHD,TAWNMK,0,08/07/2024,MYR,111048.302,0.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,0.05
Corporates,Singtex Industrial Co Ltd,SNTXIN,0,17/01/2024,TWD,106952.01,5154.639175,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,19.4
Corporates,Pluralsight Inc,PS,0.375,01/03/2024,USD,102000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,HKN Inc,HKNI,8,#N/A Field Not Applicable,USD,100000,8,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,12.5
Preferreds,Timios National Corp,HOMS,12,#N/A Field Not Applicable,USD,100000,100,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.001
Preferreds,HKN Inc,HKNI,8,#N/A Field Not Applicable,USD,100000,33.3333,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3.000003
Preferreds,Digital Turbine Inc,APPS,0,#N/A Field Not Applicable,USD,100000,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1
Preferreds,INNOVATE Corp,VATE,7.5,#N/A Field Not Applicable,USD,100000,3.030299902,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,8.250008517
Corporates,Invitae Corp,NVTA,4.5,15/03/2028,USD,100000,387.5969,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.579999995
Preferreds,Echo Therapeutics Inc,ECTE,0,#N/A Field Not Applicable,USD,99741.8,1000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.01
Preferreds,Reed's Inc,REED,5,#N/A Field Not Applicable,USD,94110,4,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.5
Preferreds,Ced-Or Corp,COQCN,8,#N/A Field Not Applicable,CAD,93902.801,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,12
Preferreds,Family Shopping Network Inc,FSN,0,#N/A Field Not Applicable,USD,93275,0.01333,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,243.8109527
Preferreds,Ealixir Inc,EAXR,0,#N/A Field Not Applicable,USD,92267.796,2,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.3
Preferreds,Summa Medical Corp,SMDL,1.2,#N/A Field Not Applicable,USD,92020,2.55,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3.921568627
Corporates,Bilibili Inc,BILI,1.25,15/06/2027,USD,92000,24.5516,#N/A Field Not Applicable,1.584154071,101.0078125,40.73054302
Preferreds,Inovio Pharmaceuticals Inc,INO,6,#N/A Field Not Applicable,USD,90000,588.23529,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,17.00000012
Preferreds,EnGlobe Corp,EGCN,5,#N/A Field Not Applicable,CAD,88224.551,0.03096,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.322997416
Preferreds,Avinger Inc,AVGR,0,#N/A Field Not Applicable,USD,85000,0.83333,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1200.0048
Corporates,Liberty Interactive LLC,LINTA,0.75,30/03/2043,USD,83992.39,0.364327,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,134.0813747
Corporates,GDS Holdings Ltd,GDSHDG,2,01/06/2025,USD,80000,19.3865,#N/A Field Not Applicable,1.964598513,101.0078125,51.58228664
Preferreds,ProText Mobility Inc,TXTM,7,#N/A Field Not Applicable,USD,75896.16,0.0125,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,209.6
Corporates,Nuance Communications Inc,NUAN,1.25,01/04/2025,USD,74000,#N/A Field Not Applicable,#N/A Field Not Applicable,-67.50655561,101.0078125,#N/A Field Not Applicable
Corporates,Four Seasons Holdings Inc,FSHCN,1.875,30/07/2024,USD,73000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,BAWAG PSK Wohnbaubank AG,BWAGWB,4,14/09/2027,EUR,65472.293,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Corporates,Intercept Pharmaceuticals Inc,ICPT,3.5,15/02/2026,USD,60000,#N/A Field Not Applicable,107.8590012,-0.391645625,100.9335938,#N/A Field Not Applicable
Preferreds,China Finance Investment Holdings Ltd,CYJADE,0,#N/A Field Not Applicable,HKD,58533.692,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.15
Corporates,Saha Pathana Inter-Holding PCL,SAHAPA,0.7,29/06/2024,THB,56158.58,22.22222,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,45.0000045
Preferreds,View Systems Inc,VSYM,0,#N/A Field Not Applicable,USD,55896.47,0.06667,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.1499925
Preferreds,Patriot Energy Corp/Houston TX,PGYC,8,#N/A Field Not Applicable,USD,54379,0.2021,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,4.948045522
Preferreds,Juniper Group Inc,JUNP,12,#N/A Field Not Applicable,USD,50714,0.04,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,50
Preferreds,MCAP Inc,MCAPD,0,#N/A Field Not Applicable,USD,50000,0.005,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,500.0000112
Corporates,OPKO Health Inc,OPK,3,01/02/2033,USD,50000,141.4827,#N/A Field Not Applicable,5.898685803,104.9140625,7.068001954
Preferreds,Telex Communications Holdings Inc,TELEXC,0,#N/A Field Not Applicable,USD,49870.145,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.01
Preferreds,Braemar Hotels & Resorts Inc,BHR,5.5,#N/A Field Not Applicable,USD,49658.5,1.337200046,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.007478313
Corporates,Manor Care Inc,MANRCR,1.875,01/08/2035,USD,46500,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,News Communications Inc,NWCM,10,#N/A Field Not Applicable,USD,45000,1800,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.777777778
Corporates,Zendesk Inc,ZEN,0.625,15/06/2025,USD,43000,#N/A Field Not Applicable,#N/A Field Not Applicable,1.095671376,101.0078125,#N/A Field Not Applicable
Preferreds,Juniper Group Inc,JUNP,0,#N/A Field Not Applicable,USD,30000,30,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.003333333
Preferreds,SiNtx Technologies Inc,SINT,0,29/12/2049,USD,28600,4.6089,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,238.6686628
Preferreds,US Aerospace Inc,USAE,5,#N/A Field Not Applicable,USD,26880,16.667,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.0599988
Corporates,China Star Entertainment Ltd,CHISTA,0,#N/A Field Not Applicable,HKD,24469.705,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.01
Preferreds,United Energy Corp,UNRG,6,#N/A Field Not Applicable,USD,24000,8000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1
Preferreds,Spring Pharmaceutical Group Inc,CYIG,12,#N/A Field Not Applicable,USD,22500,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Boston Private Capital Trust I,BPFH,4.875,01/10/2034,USD,22250,1.515200019,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,32.99894362
Preferreds,Servtex International Inc,HYMX,8,#N/A Field Not Applicable,USD,22170,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3
Corporates,Solectron Corp,FLEX,0.5,15/02/2034,USD,22000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Spectranetics Corp/The,SPNC,2.625,01/06/2034,USD,22000,#N/A Field Not Applicable,#N/A Field Not Applicable,-0.833752725,101.0078125,#N/A Field Not Applicable
Corporates,Proofpoint Inc,PFPT,0.25,15/08/2024,USD,20000,#N/A Field Not Applicable,#N/A Field Not Applicable,-34.16453485,101.0078125,#N/A Field Not Applicable
Preferreds,Revolutions Medical Corp,RMCP,0,#N/A Field Not Applicable,USD,20000,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.02
Preferreds,Alto Ingredients Inc,ALTO,7,#N/A Field Not Applicable,USD,18076.5,3,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,6.5
Corporates,Manor Care Inc,MANRCR,2,01/06/2036,USD,12000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Manor Care Inc,MANRCR,2,01/06/2036,USD,12000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,BEST Inc,BEST,1.75,01/10/2024,USD,11000,7.0922,#N/A Field Not Applicable,36.57908857,101.0078125,140.9999718
Corporates,RealPage Inc,RP,1.5,15/05/2025,USD,11000,#N/A Field Not Applicable,#N/A Field Not Applicable,-16.96485963,101.0078125,#N/A Field Not Applicable
Preferreds,PNC Financial Services Group Inc/The,PNC,1.8,#N/A Field Not Applicable,USD,10720,8,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,5
Preferreds,Juniper Group Inc,JUNP,0,#N/A Field Not Applicable,USD,10629.4,333.33333,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.0003
Preferreds,Hong Seng Consolidated Bhd,HNGSMK,0,23/09/2024,MYR,10103.494,0.5,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.05
Preferreds,Kadmon Holdings Inc,KDMN,5,#N/A Field Not Applicable,USD,10000,104.166667,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,9.6E-06
Preferreds,Unico Inc/AZ,UNCO,0,#N/A Field Not Applicable,USD,9800,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.001
Preferreds,First Physicians Capital Group Inc,FPCG,8,#N/A Field Not Applicable,USD,9750,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.5
Corporates,China Star Entertainment Ltd,CHISTA,0,#N/A Field Not Applicable,HKD,9718.902,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.01
Preferreds,Excellency Investment Realty Trust Inc,EIVR,0,#N/A Field Not Applicable,USD,9100,75,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.012133333
Preferreds,Seneca Foods Corp,SENEA,0,#N/A Field Not Applicable,USD,7750,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,15.5
Corporates,Alder Biopharmaceuticals Inc,ALDR,2.5,01/02/2025,USD,7000,#N/A Field Not Applicable,#N/A Field Not Applicable,-5.343353451,101.0078125,#N/A Field Not Applicable
Preferreds,American Realty Investors Inc,ARL,10,#N/A Field Not Applicable,USD,6140,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Conquest Industries Corp,CNQS,12,#N/A Field Not Applicable,USD,4625,0.8,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,11.5625
Preferreds,Centerline Holding Co,CLNH,0,#N/A Field Not Applicable,USD,4525.698,0.9217,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,15.3303678
Preferreds,Spanish Broadcasting System Inc,SBSAA,0,#N/A Field Not Applicable,USD,3800,20,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.0005
Preferreds,Thai Insurance PCL/The,TICTB,7.5,#N/A Field Not Applicable,THB,2328.018,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,10
Preferreds,Evergreen Energy Inc,EVEI,5.66,#N/A Field Not Applicable,USD,2000,1659.751,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.602500014
Preferreds,Mint Leasing Inc/NV,MLES,0,#N/A Field Not Applicable,USD,2000,10,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.0001
Preferreds,Players Network Inc,PNTV,0,#N/A Field Not Applicable,USD,2000,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.001
Corporates,Arch Resources Inc,ARCH,5.25,15/11/2025,USD,1000,31.4948,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,31.75127323
Preferreds,NanoViricides Inc,NNVC,0,#N/A Field Not Applicable,USD,495.56,0.05714,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.017500875
Preferreds,Viridian Therapeutics Inc,VRDN,0,#N/A Field Not Applicable,USD,280.84,66.67,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.000149993
Corporates,BLUENORD ASA,BNORNO,6,26/07/2027,USD,63,0.03451,#N/A Field Not Applicable,3.273102492,102.2304688,3.541002608
Preferreds,Broad Street Realty Inc,MAMP,10,#N/A Field Not Applicable,USD,5,10,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,10
Corporates,Smith Micro Software Inc,SMSI,6,31/12/2023,USD,0.15,298.507463,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3.35E-08
Corporates,BAWAG PSK Wohnbaubank AG,BWAGWB,3.625,21/02/2026,EUR,0,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Cofinimmo SA,COFBBB,6.37,#N/A Field Not Applicable,EUR,0,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,107.89
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
